date,garch_cond_vol,garch_resid,egarch_cond_vol,egarch_std_resid,egarch_asymmetric,ewma_cond_vol,ewma_resid
2000-01-05,9.113564604030977,0.0003350553614938811,2.2269610045814434,0.0008284556695903396,-0.11874382016722114,9.301739613574366,0.0001812326031423093
2000-01-06,8.931375884674825,0.00210130410428632,2.1536352809797576,0.0035443184688983523,-0.1134536325334443,9.164787591255093,0.001413874095921072
2000-01-07,12.18165570949896,0.0010413916402994552,2.5938992686028604,0.0017754272584545078,-0.11689922868409332,11.7043112496541,0.0006607869619364055
2000-01-10,11.753118472079517,0.0008639560746852823,2.604768723964374,0.001542675901020726,-0.1173526014955456,11.413451972907039,0.0005374613423485447
2000-01-11,11.064679619786034,0.00021600124153383892,2.550046327098695,0.0004153909347927972,-0.11954842265028179,10.911308323617526,0.00010608343736583588
2000-01-12,11.33400486080743,0.000771665646954586,2.4882102956059815,0.001504262251023493,-0.11742742685720799,11.154261872622206,0.0004738482392337987
2000-01-13,10.580007065017126,0.0010786382424210585,2.4025205890671346,0.0020062395074601927,-0.11644963303230811,10.591493652278638,0.0006868200179932845
2000-01-14,10.344335914217508,0.0007258727301661273,2.446727043591674,0.001466094316447839,-0.11750177359355651,10.420342108049109,0.0004424470986087728
2000-01-18,9.631646678863325,0.0006882035515614373,2.342604360291104,0.001483179617438608,-0.11746849339691191,9.873507595134347,0.0004167072212423375
2000-01-19,8.954961466289316,0.00022450111869309593,2.2241269172051594,0.0005172948056598038,-0.11934992565785935,9.344089707706825,0.00011131811506761191
2000-01-20,9.32205598640381,0.001360398401835497,2.180021689502301,0.002635542594267051,-0.11522382316865393,9.627881423454625,0.0008850501475026896
2000-01-21,9.88894180127627,0.0005111275971630474,2.3627200546314477,0.001150316497960412,-0.11811687237940417,10.064545906834224,0.00029704775430143386
2000-01-24,9.257693911700368,0.0010626338804871538,2.2476730036363963,0.0021480661065079506,-0.11617337116789646,9.576666358101566,0.0006756283917451345
2000-01-25,9.085060048342623,0.0006293977452753929,2.3030986995722262,0.0014097911644086847,-0.1176114456427985,9.434432483857622,0.0003767054499136979
2000-01-26,8.442142090924426,0.00133026952543765,2.168979412072988,0.0026106716671172587,-0.11527226886748743,8.924521448327882,0.0008637563127296316
2000-01-27,8.987059925794945,0.0007576900830586687,2.3421641688735986,0.001597986256290125,-0.11724486329995616,9.331940119863962,0.0004642526846401003
2000-01-28,8.393393277008686,0.00036418500849136554,2.256842418226163,0.0008880143610251855,-0.11862780670255244,8.859549026990148,0.00020008907728258078
2000-01-31,8.167148816811473,0.00024058462282227234,2.1753284336987053,0.0005811595274959478,-0.11922552454239127,8.670512758177008,0.0001212887291279513
2000-02-01,8.492586740394563,0.0006388319252811868,2.129669527794971,0.00155840790360455,-0.11732195736818223,8.91286890423265,0.0003831070558306455
2000-02-02,7.892162421366362,0.0009533293709722223,1.9972213877811278,0.002258383255372066,-0.1159584860798636,8.430578662614924,0.0005994277876818746
2000-02-03,7.615893532195213,0.0004878357426791018,2.0305620299833422,0.0013081566245678991,-0.1178094180094318,8.191849630027615,0.0002815087250817999
2000-02-07,7.179522150270861,0.0005813465141520415,1.9307808940266333,0.0015973562710739977,-0.11724609043852909,7.828496097699543,0.00034420235939690335
2000-02-08,6.6894994405303985,0.0003545277739339979,1.8139066503683947,0.0010831070570566513,-0.11824778862201876,7.416946794636847,0.00019382147653818034
2000-02-09,6.6177224165094355,0.0008107022687958027,1.756956863778746,0.0022655140178028063,-0.11594459617672118,7.3298743811948395,0.0005007044242857499
2000-02-10,6.242746483186442,0.00043980096618405405,1.7330722105135181,0.001387344212302765,-0.11765516971769542,7.001553437538712,0.00024964771679320864
2000-02-11,5.985989539945998,0.0007776645525006967,1.6564878694893432,0.0023107986306415518,-0.11585638697156511,6.765488140952634,0.0004779702417799218
2000-02-14,5.626562196599071,0.0008349776875512919,1.6185278821423854,0.0024850982666509533,-0.11551687137481859,6.444067911651943,0.0005174433642897513
2000-02-15,5.349764724907808,0.0014400558789378645,1.6203690177916257,0.003640473499542191,-0.11326633361901936,6.1838659659369455,0.0009414457420312384
2000-02-16,6.443731317980928,0.0012815327755118313,1.957245472768188,0.00283515025695982,-0.11483501045357367,6.992821028605265,0.0008293564107070095
2000-02-17,6.999705976210567,0.0006693578314107909,2.148243150877254,0.0016020845132960879,-0.11723688036777766,7.39958803921321,0.00040386265898416943
2000-02-18,6.510244377323542,0.0004095132946076637,2.025032589058565,0.0011192312042773666,-0.11817742294781886,7.000666339615246,0.0002297013411837389
2000-02-22,6.2990301612226,0.0009731642586955522,1.9433739576683164,0.0023558199025273583,-0.11576869072422599,6.81595396969379,0.0006132234963459137
2000-02-23,6.1723764773043595,0.0011344628649175182,1.9923056966204427,0.0025609800350461466,-0.11536906243804326,6.690776503492107,0.0007259203696953124
2000-02-24,6.3805667289054115,0.0002932986701877397,2.1121198249654594,0.0007609865000729767,-0.11887524233123212,6.826612195566827,0.00015448191688086332
2000-02-25,6.564913491835311,0.0008715516060675422,2.0555404343096804,0.002053564273208192,-0.11635744984448461,6.955390644193568,0.0005427145340296475
2000-02-28,6.264249437714554,0.0007342139051675262,2.042833859057786,0.001816697510137256,-0.11681883899167197,6.702137473091161,0.0004481580890385256
2000-02-29,5.8535425889097965,0.0017671411944510506,1.9586961849504085,0.0035047228938822044,-0.11353076014878484,6.360174742273597,0.001174290619289437
2000-03-02,8.019177643568261,0.0005027911824457081,2.343895915486437,0.0011450117772857456,-0.11812720536372169,8.026869985433002,0.00029147985563717676
